cid,region_type,region_id,regionNum,o_start_time,o_end_time,d_start_time,d_end_time,o_during,d_during,v_value,s_value,c_value,o_set_len,d_set_len
82,type_D,284,9,2018-09-20,2018-09-22,2018-09-20,2018-09-22,3,3,0.00058,6.57879,0.06177,9,9
82,type_D,29,9,2018-09-20,2018-09-22,2018-09-20,2018-09-22,3,3,0.00058,6.57879,0.06177,9,9
83,type_O,288,8,2018-09-26,2018-09-29,2018-09-26,2018-09-29,4,4,0.00031,88.71456,0.16584,8,8
83,type_O,289,8,2018-09-26,2018-09-29,2018-09-26,2018-09-29,4,4,0.00031,88.71456,0.16584,8,8
83,type_O,340,8,2018-09-26,2018-09-29,2018-09-26,2018-09-29,4,4,0.00031,88.71456,0.16584,8,8
83,type_O,285,8,2018-09-26,2018-09-29,2018-09-26,2018-09-29,4,4,0.00031,88.71456,0.16584,8,8
83,type_O,27,8,2018-09-26,2018-09-29,2018-09-26,2018-09-29,4,4,0.00031,88.71456,0.16584,8,8
83,type_O,284,8,2018-09-26,2018-09-29,2018-09-26,2018-09-29,4,4,0.00031,88.71456,0.16584,8,8
83,type_O,29,8,2018-09-26,2018-09-29,2018-09-26,2018-09-29,4,4,0.00031,88.71456,0.16584,8,8
83,type_O,63,8,2018-09-26,2018-09-29,2018-09-26,2018-09-29,4,4,0.00031,88.71456,0.16584,8,8
83,type_D,290,8,2018-09-26,2018-09-29,2018-09-26,2018-09-29,4,4,0.00031,88.71456,0.16584,8,8
83,type_D,331,8,2018-09-26,2018-09-29,2018-09-26,2018-09-29,4,4,0.00031,88.71456,0.16584,8,8
83,type_D,338,8,2018-09-26,2018-09-29,2018-09-26,2018-09-29,4,4,0.00031,88.71456,0.16584,8,8
83,type_D,52,8,2018-09-26,2018-09-29,2018-09-26,2018-09-29,4,4,0.00031,88.71456,0.16584,8,8
83,type_D,280,8,2018-09-26,2018-09-29,2018-09-26,2018-09-29,4,4,0.00031,88.71456,0.16584,8,8
83,type_D,345,8,2018-09-26,2018-09-29,2018-09-26,2018-09-29,4,4,0.00031,88.71456,0.16584,8,8
83,type_D,59,8,2018-09-26,2018-09-29,2018-09-26,2018-09-29,4,4,0.00031,88.71456,0.16584,8,8
83,type_D,286,8,2018-09-26,2018-09-29,2018-09-26,2018-09-29,4,4,0.00031,88.71456,0.16584,8,8
84,type_O,167,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,169,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,176,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,200,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,72,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,202,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,332,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,204,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,335,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,208,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,209,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,337,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,207,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,212,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,215,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,89,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,92,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,99,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,101,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,107,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,109,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_O,110,22,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_D,290,11,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_D,281,11,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_D,338,11,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_D,52,11,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_D,341,11,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_D,342,11,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_D,343,11,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_D,277,11,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_D,345,11,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_D,59,11,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
84,type_D,286,11,2018-09-29,2018-10-07,2018-09-29,2018-10-07,9,9,0.00029,64.24702,0.1365,22,11
85,type_O,27,3,2018-10-01,2018-12-02,2018-10-01,2018-12-02,63,63,0.00045,26.07025,0.10831,3,3
85,type_O,333,3,2018-10-01,2018-12-02,2018-10-01,2018-12-02,63,63,0.00045,26.07025,0.10831,3,3
85,type_O,102,3,2018-10-01,2018-12-02,2018-10-01,2018-12-02,63,63,0.00045,26.07025,0.10831,3,3
85,type_D,328,3,2018-10-01,2018-12-02,2018-10-01,2018-12-02,63,63,0.00045,26.07025,0.10831,3,3
85,type_D,337,3,2018-10-01,2018-12-02,2018-10-01,2018-12-02,63,63,0.00045,26.07025,0.10831,3,3
85,type_D,282,3,2018-10-01,2018-12-02,2018-10-01,2018-12-02,63,63,0.00045,26.07025,0.10831,3,3
86,type_O,290,15,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_O,344,15,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_O,345,15,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_O,303,15,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_O,338,15,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_O,52,15,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_O,341,15,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_O,342,15,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_O,343,15,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_O,280,15,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_O,281,15,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_O,54,15,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_O,59,15,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_O,60,15,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_O,286,15,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,283,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,167,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,67,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,200,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,328,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,202,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,203,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,332,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,205,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,206,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,335,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,333,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,81,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,209,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,337,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,212,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,208,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,79,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,215,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,99,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,101,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,102,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,106,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,107,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,72,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,109,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
86,type_D,110,27,2018-10-04,2018-10-12,2018-10-04,2018-10-12,9,9,0.00052,33.883,0.13274,15,27
87,type_O,102,6,2018-10-04,2018-11-11,2018-10-04,2018-11-11,39,39,0.00083,10.28739,0.0924,6,2
87,type_O,105,6,2018-10-04,2018-11-11,2018-10-04,2018-11-11,39,39,0.00083,10.28739,0.0924,6,2
87,type_O,332,6,2018-10-04,2018-11-11,2018-10-04,2018-11-11,39,39,0.00083,10.28739,0.0924,6,2
87,type_O,333,6,2018-10-04,2018-11-11,2018-10-04,2018-11-11,39,39,0.00083,10.28739,0.0924,6,2
87,type_O,27,6,2018-10-04,2018-11-11,2018-10-04,2018-11-11,39,39,0.00083,10.28739,0.0924,6,2
87,type_O,63,6,2018-10-04,2018-11-11,2018-10-04,2018-11-11,39,39,0.00083,10.28739,0.0924,6,2
87,type_D,336,2,2018-10-04,2018-11-11,2018-10-04,2018-11-11,39,39,0.00083,10.28739,0.0924,6,2
87,type_D,328,2,2018-10-04,2018-11-11,2018-10-04,2018-11-11,39,39,0.00083,10.28739,0.0924,6,2
88,type_O,290,9,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_O,338,9,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_O,52,9,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_O,341,9,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_O,342,9,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_O,343,9,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_O,345,9,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_O,59,9,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_O,286,9,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_D,257,11,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_D,258,11,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_D,330,11,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_D,202,11,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_D,45,11,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_D,334,11,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_D,206,11,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_D,209,11,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_D,247,11,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_D,57,11,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
88,type_D,215,11,2018-10-07,2018-10-11,2018-10-07,2018-10-11,5,5,0.00019,81.34703,0.12432,9,11
89,type_O,257,13,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_O,258,13,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_O,260,13,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_O,200,13,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_O,201,13,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_O,202,13,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_O,206,13,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_O,251,13,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_O,209,13,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_O,81,13,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_O,215,13,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_O,250,13,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_O,247,13,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_D,338,7,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_D,52,7,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_D,341,7,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_D,343,7,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_D,345,7,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_D,59,7,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
89,type_D,286,7,2018-10-08,2018-10-11,2018-10-08,2018-10-11,4,4,0.00033,49.72178,0.12809,13,7
90,type_O,140,2,2018-10-09,2018-10-29,2018-10-09,2018-10-29,21,21,8e-05,184.05982,0.12135,2,2
90,type_O,142,2,2018-10-09,2018-10-29,2018-10-09,2018-10-29,21,21,8e-05,184.05982,0.12135,2,2
90,type_D,222,2,2018-10-09,2018-10-29,2018-10-09,2018-10-29,21,21,8e-05,184.05982,0.12135,2,2
90,type_D,294,2,2018-10-09,2018-10-29,2018-10-09,2018-10-29,21,21,8e-05,184.05982,0.12135,2,2
91,type_O,278,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,280,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,281,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,282,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,285,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,286,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,290,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,43,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,46,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,305,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,54,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,331,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,334,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,338,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,339,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,340,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,341,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,342,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,344,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_O,345,20,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_D,288,13,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_D,300,13,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_D,303,13,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_D,304,13,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_D,305,13,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_D,338,13,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_D,17,13,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_D,52,13,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_D,342,13,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_D,343,13,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_D,155,13,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_D,60,13,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
91,type_D,159,13,2018-10-12,2018-11-06,2018-10-12,2018-11-06,26,26,0.00041,24.55385,0.10033,20,13
92,type_O,40,15,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_O,42,15,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_O,303,15,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_O,304,15,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_O,305,15,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_O,338,15,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_O,17,15,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_O,52,15,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_O,341,15,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_O,342,15,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_O,343,15,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_O,344,15,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_O,345,15,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_O,59,15,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_O,60,15,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,280,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,282,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,283,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,286,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,290,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,52,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,59,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,60,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,64,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,328,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,200,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,331,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,332,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,334,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,335,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,208,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,338,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,340,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,341,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,342,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,212,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,345,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,101,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,107,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,109,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
92,type_D,110,26,2018-10-14,2018-10-22,2018-10-14,2018-10-22,9,9,0.00039,28.53993,0.1055,15,26
93,type_O,1,4,2018-10-21,2018-11-24,2018-10-21,2018-11-24,35,35,0.00957,1.01814,0.09871,4,5
93,type_O,219,4,2018-10-21,2018-11-24,2018-10-21,2018-11-24,35,35,0.00957,1.01814,0.09871,4,5
93,type_O,166,4,2018-10-21,2018-11-24,2018-10-21,2018-11-24,35,35,0.00957,1.01814,0.09871,4,5
93,type_O,175,4,2018-10-21,2018-11-24,2018-10-21,2018-11-24,35,35,0.00957,1.01814,0.09871,4,5
